用户名,评论
马**用户,全程酒店都让我很满意，环境不错。吃的虽说是团餐，但也丰盛，特色餐也不错。我们团的亲爱的小伙伴们和热情的导游，关系都好，齐乐融融~~景色都非常的美 以后有机会还要来体验 这次时间有限。
马**用户,一场说走就走的旅行，让我的生活变的五彩斑斓，一路上有欢乐也有感动，玩的都舍不得离开了，感受到了当地人们对生活的感恩，以及他们悠闲的生活方式，让我明白适时的放慢脚步，生活才会变的精彩。人美风景也美，非常感谢我的导游们，我的客服小姐姐，还有司机师傅都非常敬业。
马**用户,行程走下来没有让我失望，很满意，这里天空很蓝，空气好好，没有雾霾，万里无云，有生以来第一次看见那么蓝的天。大理古镇很有白族特色，白墙上画的画都很好看，洱海好美，水干净，感觉生活在海边得渔民们很幸福。丽江古城真的是小桥流水，处处是景，还有很多美女，真是悦目。吃的特色团餐都很好吃，还有很多云南特色小吃。蓝月谷和雪山都很漂亮，我们在那边拍了很多照片，情不自禁的想说，都在用生命拍照。香格里拉真的是心中的日月，神秘的藏文化令人流连忘返。
150*****485,快乐时光总是很快流逝，一路上认识从全国各地赶来的朋友大家相处非常融洽开心，一起分享各自的旅游故事，我的导游是次里独指，非常的开朗活泼，一路上给我们讲解各地的风土人情及文化历史，蛮赞的，云南之行太值得了，谢谢！
马**用户,为什么喜欢跟团游，跟团游好处多多，譬如安全、导游的专业讲解，吃住行基本都会给你安排得妥妥的，所以我一般都会选择正规大型点的旅行社。对于此次云南之旅我还是相当满意的，真正做到了零购物，特别感谢杨涛导游7天的陪伴让我们领略了当地的风土人情以及丽江、大理的秀丽风光。
马**用户,七天的旅行已经结束了，由于第一次报团，挑选了好久，最后找了马蜂窝上评分比较好的这个团，刚下飞机接送我们的师傅很热情，导游阿杜很给力，给我们合理的安排了全部行程，全程给我们讲解各个景点的风景风俗，给我们推荐什么东西好吃和大概价格，不会被宰。洱海边拍照的涛涛，拍的好美啊。还有送我们去雪山纳西族阿金哥李永宝人特别好，给我们详细说了各种爬雪山的注意事项，还鼓励我们爬上雪山。这次云南之旅特别完美，主要是因为你们的热情好客，让我们感受到了彩云之南的美，特别感谢！
马**用户,喜欢云南的每一草一木，每一片新鲜的空气！这个季节来确实很嗨皮了，行程和旅行社的人都很好，没什么瑕疵，小插曲忽略不计，值得推荐的行程。大家要是来云南的话，真的强力推荐这家哦！
马**用户,非常开心的旅行，吹爆香格里拉导游白马扎西，很亲切很专业，人超级好。我和妈妈两人出行，时间也不多，行程安排刚刚好，不会很辛苦，最担心的高原反应也比较顺利应对过去，没想到我妈60岁了耐受力比我还好。云南是你绝对值得来一次的地方，沿途行程安排很丰富，吃住行都很满意！
马**用户,暑期长假出去玩，在本地咨询的旅游团都好贵，然后听朋友介绍的马蜂窝上预订的团，确实很划算，服务很周到，想去的景点基本都带去玩了，导游也挺专业的，住的酒店也不错，这个季节去云南真的没白去，很满意、
马**用户,来之前参考了很多家，最后还是选择了这家，首先旅行社的服务不错，提前跟我们确认行程什么的，再者开车的师傅为人非常好，幽默风趣，车技好人热情，一路上都叮嘱我们注意事项，想来这里玩的朋友们真的可以选择这家哈，反正个人是觉得超值的。
马**用户,一路上行程安排的非常好！不紧不慢，而且内容也很充实，最喜欢大理导游小白，很优秀，对于历史文化介绍的很详细，而且非常幽默，一路上欢声笑语的！家人玩着不累，行车途中也不无聊。香格里拉的扎西导游也很好，讲笑话，人又豪爽，感觉热情亲切！麻麻觉得非常开心！推荐！想去的朋友不要犹豫啦！
马**用户,旅途结束好几天了，回味无穷，云南的风景很美腻，之前都是看画报，终于有时间去云南走了一圈，名不虚传，生活在云南的人好幸福，每天看山水如画，好羡慕。行程上安排还是可以的，没有毛病，算下来性价比还挺高，买的值。
马**用户,云南的美应该第一次跟团一下，全面领略风景。然后再去根据自己的喜好去自由行，所以和爸妈第一次选择跟团，杜导很给力，安全提示很足，出行就怕安全事故的，有安全才有一切。各个景点时间充足，本次风景游，对博物馆的介绍欠缺些，不过不太影响。串串，米线都吃到了。比较满足。雪山上略气喘，导游对我门很照顾。拉市海给我们赠送了骑马，其他团的客人都是自己出钱骑马，这点旅行社很良心，还有香格里拉的土司宴很欢快，当地的藏民一家人表演歌舞，还有火锅吃，相当热闹。全程玩下来性价比也很高，没有花多少钱，旅行社也很规范，有小问题都能及时解决，值得推荐哦！
马**用户,整体行程安排很好，不累，玩的很多，全程没有购物点，导游很热情，给我们讲述了当地的一些风俗习惯，有什么事都可以找导游，想买什么导游会告诉我们哪里的好，哪里的便宜。吃住满意，挑不出毛病，整体旅游体验的感觉很好。
马**用户,云南真的是个神奇的地方，造物主厚待了这片土地，不虚此行。旅途比较愉快，景色很美，空气很好，不管是从价格上，住宿上， 还是导游，都让人觉得满意，身心愉快。回到家中还在回味着这次旅行的点点滴滴，满意。
马**用户,总体感觉还好，这次旅游和老婆一起来玩的，云南的自然风景很漂亮，值得一去。行程中的大理古城，丽江古城商业气息比较重，个人表示不怎么喜欢，喜欢安静的束河古镇，洱海很有意境，崇圣寺三塔也很值得去，有很多寺庙，还为家人祈福，去香格里拉的时候最喜欢路上的虎跳峡，水量汹涌，壮观无比。安排的酒店也还好。这是一次愉快的旅行～
马**用户,参加旅行团去旅游真的累啊，早早起床坐车长途跋涉去一个景点，时间都比较紧凑，真心累！不过话说回来，很值得，因为该去的地方都走了一遍，没有细细品味但是也让人回味无穷，旅程中结识了志同道合的朋友，相互分享拍照，真的很开心，以后有机会还会再来！云南丽江，我爱你！
马**用户,在年初女朋友就心心念念要去云南走一遭，一直没时间，到这个月终于落实下来了，找了好多马蜂窝旅游决定选的这一家，果真很不错，酒店住宿安排很满意干净舒适，第一天的行程不急不慢，游览了丽江古城，导游一路上尽职尽责，解说仔细，这两天天气还不错，阳光明媚温度不高，很适合游览。在虎跳峡的时候下了点雨，然后水流更急促了，看着超级震撼，晚上的藏族晚会也不错。
马**用户,非常开心的旅程！零导购，只要开心的玩。导游不错，给大家讲解很多很多当地的民俗文化以及历史文化，很有责任的一位导游。总之非常开心的一次旅行，不虚此行。
马**用户,这次旅行玩的比较开心，行程安排自由轻松。云南真的特别美，空气新鲜，蓝天白云。虽然去玉龙雪山有点高原反应，但是有供氧，看到这么壮美的风景值了。香格里拉的虎跳峡现在来真是来对了，滔滔江水汹涌而来，录视频发朋友圈，都问这是哪里。云南是我唯一还想再去旅游的省份，同时也感谢导游的亲情陪伴。必须好评
马**用户,终于来到了云南，行程安排很满意，全程都没什么问题。虽然香格里拉远，但最喜欢香格里拉，简单，干净，漫山遍野的植被，夹杂着星星小花，小松鼠胆子很大，在人群中闯来闯去，在这里没有喧哗，一切静好，愿心中的日月永在。 再次，感谢客服姐姐的一路用心照顾。云南，一定会再来的。
马**用户,整个行程下来不会很累，适合带小孩子出游。导游态度很好，也很热情，讲解也不错，行程安排还好，没什么自费项目。餐饮住宿一般，毕竟这个价格也不贵，总来说满意。
马**用户,抽空陪家人一起参加的行程，整体比较满意，尤其大理导游热情开朗，一路上为我们讲解风土人情，以及行程中的注意事项，细心的照顾好我们一家的老人，孩子，因此我们玩的非常开心，记住这个值得流连忘返的地方，云南很美，人更美。
马**用户,玩的很开心，风景很美，洱海的游船很不错，吹着海风，远眺苍山，风景很漂亮；拉市海骑马很有意思，第一次体验；香格里拉的普达措好大好大，走的累，但是风景美。吃的口味还是很大众的，住宿也不错，干净，设施也是齐全的，游玩时间也充足，而且没有任何强制购物，这次旅游太划算了，来放松心情真的是选对了，很愉快的一次旅行
马**用户,这次家庭出游，接送机很及时，导游全程耐心细致，讲解到位，值得点赞。行程安排不急不慢，到每个景点后都安排充足时间游玩，不赶时间让大家都觉得很舒服！我们的团友像一家人一样，在旅行中一起吃饭一起骑行一起拍照，这种游玩感觉很不错，以后还会继续选择你们！
马**用户,行程整体不错，前后一共三个导游，热情、负责，大理的司机和师傅服务特别周到，技术好，车开得稳。客服服务也很好，介绍的仔细，行程整体没毛病。
马**用户,很不错的，大家都很好相处，玩起来特别轻松。时间安排合理，不紧不慢，想走的景点都安排了，感谢客服小姐姐的悉心照顾，感谢导游的费心讲解，总体好评。
马**用户,云南真的是个很美的地方，行程安排不算特别紧凑，挺好玩的，玩的也不累。导游全程讲解不推销，也很负责，不进购物店，住宿比想象的要好，吃的是团餐，也可以自己去吃当地评价高的店，总得来说这次旅行很棒！
马**用户,整体很满意，特别是小罗导游知识很丰富，专业更敬业。很满意小罗导游的专业、敬业精神。行程安排很合理，云南有特色的几处自然风光都一起游览了，餐饮方面在丽江的住宿条件一般，早餐也很简单，其他都挺好。
马**用户,这几天的行程意犹未尽，一直想来云南散心，这次终于抽时间过来了。这边生活节奏确实比较慢，很适合放松。旅行社行程安排得非常好，有多余的时间自己走走，特别棒，该玩的也都玩了，风景很美。客服人员也都服务热情，体验很好。吃住也都不错，总体下来都很满意。
马**用户,云南真是个很不错的地方，景色很美，有空和家人一起去旅行真的是个值得去的地方，想出去旅游散心的朋友可以考虑
马**用户,"总体评价满意，虽然天公不作美, 但在休闲中游览了丽江、大理等美丽景色也是一大乐事，刘导、卓玛全程讲解仔细，服务周到， 而且对我们提出的要求尽量予以满足，在这里为她们点赞！整个行程下来也不觉得太累，很好！住宿、餐饮可以，尤其第一晚的客栈，环境特美离古城也近，纳西文化味很浓。"
马**用户,非常愉快的一次旅行，店主安排的不错 很棒的一次出行，导游是当地藏族小哥，很是健谈有趣，一路上讲解了很多民俗风情文化，受益匪浅，整体行程安排的也很棒，普达措，虎跳峡，独克宗古城都很棒，安排行程的客服也是有问必答，既耐心又细心，旅行社各方面的服务都做的很不错，有机会再来
马**用户,朋友刚在他们家玩回去，听说我们要来旅游，强烈给我们推荐了，品质有保障，而且他们已经亲自体验过了，品质真的是没得说的，我们选择了相信朋友说的，前来咨询，客服服务很有耐心，认真负责。丽江、大理、香格里拉三个地方的景色最喜欢大理的洱海和香格里拉的虎跳峡，每个地方有对应的导游，讲解当地的风情和民俗，一路都不无聊。这个行程值得推荐！
马**用户,导游很不错哦，讲解很好，风景该讲到的都讲到了，景点都很好看，特别是南诏风情岛，最喜欢。导游推荐的小吃味道也很好，对于一个吃货来说是极大的满足。酒店很干净舒适，睡的很舒服，哈哈哈。非常满意的一次旅游。赞赞赞。
马**用户,行程非常开心，人好景美，此时此刻的景色美的让人感动，很久没亲近过大自然的人被彻底征服，也许在这里住一辈子应该会很开心！！
马**用户,首先，客服反映速度快，随时联系随时在线，没有掉链子。第二，安全可靠正规，保险齐全，有具体行程安排，有专业的合同专员，导游司机服务也很棒，特别不错，在景区也玩得开心，很棒的一次旅游，自己出来游玩当了一次小白鼠，体验不错，会放心推荐给需要的朋友。
马**用户,带我们的导游特别特别的好 行程很到位没有什么额外强制消费都很合理 超级超级满意基本上玩的还挺全面的 不会很累很赶都是悠哉悠哉的 酒店安排的也都不错 满意
马**用户,云南太美，照片发朋友圈每个人都问我在哪玩，随手一拍就是大片。另外感谢导游，非常的热情，各种事情都给我们安排的妥妥当当，让这一段旅程无比顺利。以后还会再去的，下次带上爸妈一起去。
马**用户,虽然行程紧一点，但也不算太累，玩下来给我们留下很好的印象。从开始的丽江到香格里拉再到最后的大理景都非常优美，导游都很认真负责，没有强制买卖的现象，玩的很放心，吃住行都满意，没有毛病，值得购买的行程，比在自家报那种旅行社的团实惠很多。
马**用户,一直不喜欢跟团游，第一次报旅行社，而且是在网上报的，刚开始心还是比较慌。体验完整个行程后，感觉安排的还是很巴适的，价格也比较合理，我能接受的范围。想去大理，丽江，香格里拉，泸沽湖的，玩的可以选择他家的，真心觉得不错，导游人挺好的，服务的也很周到，值得信赖。
马**用户,非常开心的旅程！零导购，只要开心的玩。丽江导游阿陆是个非常好的导游，给大家讲解很多很多当地的民俗文化以及历史文化，很有责任的一位导游。总之非常开心的一次旅行，不虚此行。
马**用户,旅程总体体验很好，安排通知很到位，行程也都安排的刚刚好，玩耍的时间相对较为充裕，不会太累。酒店餐饮还不错，没有强制消费，没有自费，所以总体来说，还是性价比比较高的旅行了，值得推荐！
马**用户,本次的云南之旅非常的满意。第一天的凌晨到达丽江三义机场，接机的小哥非常负责，在送我们去酒店的途中给我们讲解当地的风俗习惯，并且跟我们讲解当地的风土人情。之后的几天里带我们的导游也非常的负责，人也非常好。没有一项强制消费，完全是0购物的体验。行程安排的也很紧凑，满满的，拉市海很美，那真的是一个天然的氧吧，空气超棒！风景超美！现在是淡季出行，所以人不是特别多！途中碰到好多拍婚纱照的新人，羡慕至极，希望我也能早日找到如意郎君。大理的洱海，骑自行车环洱海一路上走走停停，随走随拍，风景特别好！香格里拉的虎跳峡看着跟发洪水一样，巨震撼！普达措还有小松鼠，一点也不怕人，可爱死了。吃住都特别好，没有因为是北方 ... 全文
马**用户,导游介绍十分详细，绘声绘色动人活泼，住宿安排的井井有条令人满意，行程安排劳逸结合，令人感觉不太累，希望以后还有机会再来。
马**用户,云南美，导游赞，此间乐，不思归。 感谢和雪高导游，一如云南的阳光，温暖而热烈，也感谢阿东导游和各位司机师傅。有了你们，旅程就有了保障。 感谢旅途中遇到的各位伙伴，是你们丰富了旅途，给我增添了 更多美好的回忆。山高水远，有缘再见！
马**用户,顾导全程为我们悉心讲解云南的风土人情，以及游玩过程中需要注意的事项；而段师傅每天也是准时接送我们，车子全程开的也是非常稳。所有景点都有覆盖到，全程住宿条件也都不错，安排的也较为合理，总体来说不虚此行。
马**用户,这趟旅行还是非常满意，第一次带娃娃出来，行程也不累，导游小威哥也一路照顾得很好。之前还在犹豫要不要跟团，这次行程下来发现跟团是正确的，不只是省钱，而且一路听小威哥介绍很多的风土人情和历史故事，非常有趣，是自由行绝对没有的。而且吃到了很多地道的小吃和美食。玉龙雪山之行，年师傅也一路照顾得很好，上下车非常照顾小朋友，车子开得又稳又好，为此行点赞。
马**用户,第一次和老婆出来报团旅游，感觉还是超棒的～～住的好，玩得好，吃的团队餐也还过得去～～特别是导游扎西哥超棒，康巴汉子的热情周到，康巴汉子的幽默，渊博的知识，一路上细致独到的讲解让人印象深刻～～
马**用户,这次的云南之行是非常充实的，景美人也很好，尤其王得英导游，是非常贴心的，有事及时给解决，为我们旅客提前做好准备，在旅途中尽心为我们讲解，让我们的旅行更有乐趣，谢谢王得英导游的服务，总之这趟旅行是非常有意义的。
马**用户,第一次来云南，感受到了少数民族的热情招待，非常开心，黄导也对我们非常的体贴照顾，玩的很开心，在关于云南的各个方面都讲解的很详细 ，包括民族的解说，历史的解说，更多的，还有民族习俗的介绍，包括神话故事，风水讲解，从玄学、政治学、经济学等全方位介绍了云南的每个民族特色。黄伞伞导游乐观开朗，传递积极正能量，在旅游时及时的帮助我们解决了拍照人手不够，手机欠费停机的问题。
马**用户,这次的体验让我对跟团有了新的认识及好感，感谢导游阿莲的全程陪伴和对当地少数民族风俗及历史故事的讲解，一路上景色十分美丽，全程无购物，一车人都没有碰到高原反应，不过去香格里拉和玉龙雪山记得要备上氧气，另外丽水金沙的演出也很震撼人心
马**用户,一首《彩云之南》，让我自小对云南心生向往，虽然此次旅途时间较短，但却很充实；虽然天公不作美，但很开心。感谢和师傅一路保驾护航，感谢纳西族小威哥期间的关照，带我们玩得开心，吃得开心，住得也开心，同时丰富我们的文化领域，了解大理的风花雪月，了解丽江纳西族胖金哥胖金妹的走婚习俗及殉情文化，了解马帮文化，也明白了香格里拉真正的意义，我也寻找到心中的香格里拉-蓝月谷。给两位朋友尽职敬业工作点赞，给出100分。此次不足的点是因天气原因未能观赏到玉龙雪山，或许上苍希望我再来一次云南，那就期待再会。
马**用户,导游阿陆非常热情和幽默，把云南的各种特产、文化、民俗等带给我们，让我们增长知识，更一步了解我们强大祖国少数民族特色；7天行程安排井井有条，餐宿都非常满意；开车司机何师傅技术杠杠的，期待下次美丽出行…
马**用户,美丽云南，此次旅行非常顺利，接机已经是半夜十二点多了，接机师傅还是很热情。导游是阿牛哥和 小和导游，能说会道，有深厚的文化底蕴，旅途很愉快，当地人很友好，很热情，谢谢你们的热情给我带来了感动！风景秀美不枉此行！
马**用户,这次旅游非常满意，非常感谢阿彤、和师傅。在阿彤的讲解下我们了解了很多当地的人文风俗，体验了许多当地习俗，吃饭住宿都安排的妥妥当当，对我们无微不至的关怀，事事为我们考虑，非常满意愉快的一次旅行。 大赞。
马**用户,住的吃的都不错。期待下次马蜂窝的大理之旅。 导游阿牛哥非常棒，上懂天文下知地理，人随和谦逊，完美展现了一个纳西族男人的风范。
马**用户,这次云南之行真的很棒，感谢导演阿莲和司机师傅对我们的帮助。行程安排合理，也没有购物！感受到了少数民族人们的热情，还遇到了很多好朋友！分离时都很不舍，云南之行，不虚此行！
马**用户,景色太美了，不一样的气候，山青水绿，天空湛蓝湛蓝的，到处是生长茂盛的植物，去感受一下还是很值得的。安排可以，客服很好，五星好评。
马**用户,云南还不错，景色很美，当地人很热情。导游很热情，服务也很周到。行程安排感觉还是很合理的，有自由活动时间可以逛街买东西。餐饮住宿满意，毕竟当地条件有限。
马**用户,云南风景优美，和导风趣幽默，一路讲解云南的历史文化和风土人情，司机和师傅技术一流，最后两天的小马导也是热情周到服务贴心，云南值得我们再来一次！
马**用户,我们饱览了滇西北的美丽风景，旅程安排合理，导游组织能力强，办事效率高，服务热情周到，大大赞一个！旅游意犹未尽，以后还会来。感谢导游和师傅一路辛苦！
马**用户,一场说走就走的旅行 决定的目的是云南 行程看了很多 最后选择这家 云南风景优美 日落很晚 生活很慢 也很享受 我们的导游熊导也很nice 下次去云南再找你们呀
马**用户,很愉快的一次旅行，风景非常漂亮，导游服务态度非常好，非常满意。
马**用户,本次行程挺满意的，赵导和司机刘师傅都非常用心，服务很周到，全程讲解也很吸引人，平时我都是上车睡觉下车拍照，这次很认真的在听她讲解，导游人很幽默，还操心我们行李是否落下，总是，本次旅程非常的圆满开心。
马**用户,此次是给爸妈报的团，看着他们每天晒的照片，每天洋溢的笑容，我真的觉得这次团报对了，感谢导游每天的辛苦付出，你们的付出让人放心！
马**用户,客服态度好，回复很快，遇到问题及时协调处理，景色迷人，热情好客。之前看了几家说餐不好，吃不饱，我这样一个吃货怎么能饿着，但是餐是超出预期的，菜品多样，味道嘛因为是当地特色餐肯定要不一样些，我一个北方人还是比较喜欢吃的，还额外买了些零食带着，结果又带回了丽江，刚好遇到性格都比较合适的团友，整个旅途可谓是真正的把自己放松下来。
马**用户,大理导游特别专业，一路的讲解让我们更多的了解云南风土人情，歌唱的也不错，下次希望还能跟到他的团！
马**用户,行程玩完了，来说下个人感受，首先，总体体验完对的起这个价格，没有安排购物店，有景区内会有推销，买不买自愿，也没有强迫消费，这种方式能接受，本来出来玩也想给家人带点东西，随便买了点，大家都开心。另外，景点很全面，按行程一个不漏，游玩过程也不算很敢，估计是现在来玩的人还不多的原因。所以时间玩的挺长的。吃的还行，口味符合大众，不挑的人都能接受，毕竟众口难调嘛。酒店方便，离古城不远，这点特别好，可以去古城瞎逛，夜景很美酒吧街很热闹噢。总体玩的很开心，好评！
马**用户,真的是一万个舍不得云南，惊喜的云南之旅，喜欢亲近大自然，各种的美景眼花缭乱。点赞旅游社，点赞导游的专业热情、客服的贴心服务。云南再会，以后带爱人一起。
马**用户,非常值得的一次旅行。导游很有耐心，讲解细致清楚。大美云南，风景独好，蓝天白云，绿水青山，人文风俗，处处都是美丽的画面。旅游途中吃住都还比较满意，这辈子很有必要来一次云南。
马**用户,近期云南天气不是很好，天空不是很蓝，所以洱海的景色看起来不是很美哈哈哈。但是玩的还是可以的。导游不错，一路都会有讲解当地的特色和故事，很好的。团友很好相处，能遇到的都是有缘的。
马**用户,风景依然美不胜收，总的来说这次是选对了时间和地点。风景是真的很美，最好是带着一部相机出来，把美景收入相机，这家旅行社服务好不错，好评。
马**用户,此次云南之旅是我第一次报团，感觉非常好。行程安排的紧凑合理，省去很多麻烦。遇到一车聊得来的朋友，特别是导游兼相声演员兼漂移好手兼把妹达人于一身的小哥哥，一路欢声笑语。景点不细说，真的很美很惬意，去体验吧！
马**用户,7天的行程圆满结束，全程零购物，司机师傅开车很稳，导游工作负责一路给我们讲些当地的风土人情和当地的特产，此次旅行还算可以！
马**用户,在网上旅游有挺多，但把各线路的客服态度和吃住行各项对比下来，最终选择了这条跟团路线，整体来说还是很不错的，找个蓝天白云的地方安安静静的玩几天，放松一下心情，很满意
马**用户,这是一次比较满意的旅行，旅行社安排的很好，一路上风景也很美，导游也不错，住宿很干净，也没有强制消费，都是自愿选择的，值得推荐大家去。
马**用户,云南是一座来了就不想走了的城市！一起相处的日子里，所有人宽容，照顾，就像一个真的家庭。全程没有强制的部分，安排合理，比自己的安排更加贴心，大理导游是一个善良温和的导游，会照顾到每一个团友的感受。把正能量在不经意间传递在我们之间，对我们影响很大，一次静心之旅。
闭*锁,服务不错
马**用户,服务不错~
马**用户,云南风景很美，这次旅行很开心，导游巴桑很耐心，热情，司机技术很好，车程虽长却没有晕车，客服服务很专业，此次云南之行给我留下了美好的回忆，谢谢。
马**用户,整体印象很满意的，首先出发前客服详细告诉了天气情况，备好了合适的衣服，到地方后，导游安排的餐饮也不错，味道合适，旅游路线和时间安排对于普通游客来说完全可以的。总体来说是一次非常棒的旅游体验
马**用户,行程不会太紧，住宿条件非常好，团餐也让我们充分体验到了当地的特色。 特别值得一提的是我们的大理导游罗师傅，他热情周道、风趣幽默、贴心细致，一路上为我们讲解了当地的风土人情，还请我们品尝了当地的鲜花饼，味道很棒噢！
马**用户,云南边陲之旅，特别愉快，导游认真负责，热情好客，一路为大家提供了很多工作之外的帮助。一直以来云南都是旅行热门目的地，但云南很大，如果你们规划了一周左右的时间的话，除去交通时间成本，一般人只玩大理、丽江，这个行程算是很圆满，能多玩一个香格里拉，很满意，推荐朋友。
马**用户,香格里拉的虎跳峡现在去正式时候，水很大，像洪水一样。在大理邮轮游览了洱海，景色很美！住的酒店还是稍微有点特色，家一样的感觉，在洱海边，晚上骑骑自行车感觉还不错。蝴碟泉公园不大，有泉水，有蝴蝶展，白族情人约会的地方。三塔寺的大雄宝殿是东南亚地区最大的，可以在这里祈福。如果再来，我会再游丽江和大理，可以在大理住上几天。
马**用户,讲解详细 服务衔接非常好
马**用户,导游的知识丰富，讲解全面，服务态度很好，每晚酒店都不错，7天时间景点很全面，洱海，泸沽湖水和山，整个景都很美，丽江古城可以很神奇的做到一街之隔一边是狂欢的天堂，一边是静谧的梦乡。总之是一次性价比很高的旅行，纯玩没有购物。
马**用户,从开始预定非常满意，客服非常有职业道德，耐心，热心，诚心的服务。值得赞扬。全程是大巴还算可以。酒店也是非常满意，导游非常的专业。用情很深，言辞和善，对大家很好。整个行程没有购物
马**用户,行程比较精彩、符合年轻人的喜好。泸沽湖很美、苍山很壮观、古城很有韵味。路途虽然体力消耗较大、收获也颇多，细细品味当地生活的不同，云南是每个人都值得一去的地方。
马**用户,蓝天白云，洱海景色很美，孙导游很专业很负责，唱歌非常棒，整团气氛很好，导游具有强烈的云南情怀，热心于发展贡献家乡旅游事业，值得钦佩~~~吃住安排很不错，风景很美丽，比想象中要棒，一路顺利，不虚此行！
马**用户,非常满意的一次旅行，行程安排的很好，我们全家都很开心，让孩子体验了一下少数民族的热情，也感谢刘导和和师傅，为人热情开朗，还有旅行社安排的很不错！纯玩无购物。
马**用户,真的很棒，客服非常好，导游们都很敬业，一起游玩的团友很好相处，每天去不同的地方玩，泸沽湖那里风景确实很美。
马**用户,想趁着放假出去放松放松心情，到了当地空气超好，也是当地的干季，湿气不是那么重。云南真是不管走到哪里都是翠绿的一片，风景真的非常美，酒店住的也还可以，标准挺高的，住的很舒服。行程很合理，纯玩团，下次带盆友一起来！
马**用户,整个行程安排的还不错，很周密。导游服务做的也很到位，一路上讲解，确实讲了很多我不懂的东西。云南的蓝天白云非常的漂亮，让人留恋往返。洱海，泸沽湖、古城的景色各有各的特点，很漂亮，这一次玩的挺好的，是一次不错的旅行。
马**用户,带女朋友和父母一起出游的，很不错的一次旅游，女朋友和爸妈都玩的很开心，不得不说，云南的风景真的太美了，大理苍山洱海，丽江，都太美太美了，让人流连忘返，下次有机会一定再去……
马**用户,非常好的一次出游，云南气候宜人，洱海泸沽湖风景秀丽，有很多特色小吃，能看到很多少数民族特色，下次有机会再去。
马**用户,洱海我觉得我很喜欢，天和海比较蓝，拍出的照片挺美的，逛一逛丽江，晒个太阳，真的好惬意。在泸沽湖学习到了摩梭人文化。酒店的话挺好的，挺干净的。吃的东西都很鲜美。整个行程都很不错，纯玩无购物，五星好评。
马**用户,整个行程安排的都很好，纯玩，吃住都不错，很值，去了大理洱海，环游了泸沽湖，丽江之行还是挺满意的，丽江的话真的是一个让人来了就不想走的地方。
马**用户,第一次来云南玩，没想第一次来云南玩很开心，这里山好水好景色好，丽水金沙表演精彩，尤其我们的导游安排的很合理，一路用心给我们讲解，让我们感受到了云南的美！
马**用户,行程安排的比较合理，纯玩团，自然风光更是吸引，尤其是大理洱海和泸沽湖，酒店安排也比较满意。云南少数民族文化，让人长见识，意外的收获。最后再说一下云南的气候，这几天真的天气太好了。
马**用户,这次是一次不错的旅游，大理、丽江、泸沽湖都很美。整体吃的住的都很好，司机师傅都很好，每个行程都会给我们发个提前告知与信息，整体很满意
马**用户,整个旅程路线安排十分合理，导游热情负责，讲解了很多关于云南和各民族的故事，美景故事，可谓收获多多。对于第一次来云南的朋友来说，这个团真的挺不错了。
马**用户,这次云南行程玩得非常开心，导游讲解生动形象，细心热心。泸沽湖让我回味无穷，丽水金沙表演很有意思！蓝天白云下心情舒畅，云南是一个让人放松身心的地方，另外，这种跟团的形式比较好，全程无任何购物，比较自由灵活，五星好评！
马**用户,这次云南旅行，旅途很愉快，景色超级美，很满意行程的安排，每次的酒店都是环境超好的那种，还有就是导游服务很到位，吃的也是可以的，满意。
马**用户,云南之行印象深刻，鬼斧神工的风景，热情的当地人，周到的服务都是在别的地方体会不到的
马**用户,云南风景很漂亮，空气清新，云雾缭绕，像仙境一般，结交了一群朋友相伴而行，旅途很快乐，领略了拉市海公园的秀美，洱海的清澈，苍山的雄伟，丽江古城的韵味，白族自治州人民的风土民情，美食更是吃了个够，导游也很好，全程无任何消费，不错，不错
马**用户,全程无购物，各个景点安排也合理，每天休息的时间和自由活动的时间都很充足。导游很认真负责，讲解到位，热情服务，开车技术好，我们在车上睡得很安心。
马**用户,这次出游云南大理丽江天气不错，比较凉爽，风景秀丽风光无限，还是蛮开心的，安排的酒店都比较满意，环境卫生都挺好。最重要的是这个行程，老人不累，比较轻松，还能浏览那么多景点，不错。
马**用户,此次是一次非常舒服的旅行，真的纯玩，云南旅游真的不像有些游友说的那样，云南的旅游业发展的真的很好，当地人很热情好客，导游也非常的好，专业知识非常好，一路让我们了解当地文化，云南真的值得一去。
马**用户,这次的旅游非常喜欢，喜欢洱海，丽江古城，泸沽湖。导游都很热情，非常开心的一次旅程，吃的好，住的好，导游也好，下次有机会再来。
马**用户,总体还算可以，泸沽湖很美，洱海、丽江、大理都非常值得一去，住宿条件也挺满意，干净整洁，接送很到位，玩的很好，纯玩无购物，旅行很满意。
马**用户,期盼了许久的云南旅游，这次终于实现了。云南的美，真的很美；空气清新，环境优美，人也挺好的！在这次旅行中，店家的服务也超级棒，耐心的给我讲解不明白的地方，而且，客服的态度也挺好，挺温和的；一路上也没有购物，所以整个旅途下来，感觉还是不错的！
马**用户,行程安排合理，纯玩无购物，导游热情耐心讲解，住的环境很好，吃的特色餐很好，非常满意。
马**用户,导全程贴心周到细致，景点安排合理，云南的景色美丽。导游尽心尽责、热情、漂亮，全程讲解全面，专业知识面广，遇事处事警觉。云南的景点都很显眼，特别提出的是大理洱海大游轮，泸沽湖等，特别是民族表演实景演出，表演和景色相映成辉，表演结束，泪水止不住涌现。总的来说云南之行不虚此行，云南的景好，人热情，很喜欢云南，很不错的一家旅行社
