scenicSpot,date,star,comment
旺角,2018-12-0514:59:28,4,靠近旺角地铁站的朗豪坊，也是不错的逛~吃~商场之一。。
旺角,2018-12-0216:41:40,5,旺角到铜锣湾尖沙咀不是很远，有徒步兴趣的人，可以走走看看，又是不一样的风景。
旺角,2018-11-2821:03:48,4,旺角主要就是几条街，分别是美食，电子，服装等。美食特色比较明显，电子产品街道大同小异，大概逛了6-7家，对我我关注的sony微单a6300给出的报价差不太多基本在6100-6300港币。网上最便宜的标配是5100.所以想要在这里淘货绝对是妄想。但是美食确实值得尝试。
旺角,2018-11-2623:41:57,5,旺角真的是个很神奇的地方，既有现代的一面，也有市井的一面。不管你是什么身份，什么穿着，什么年龄的人在旺角的街道上出现都不会显得突兀。
旺角,2018-11-2605:04:37,4,街道很挤很窄，店面很多，有些店的服务态度并不好。
旺角,2018-11-2322:57:54,5,四刷香港，都来旺角，这里除了有超强的人气之外，买东西和吃小吃都非常适合。买首饰，遍地的周大福、周生生、谢瑞麟；买药妆，遍地的SASA、万宁、卡莱美；买数码产品，遍地的苏宁、丰泽、百老汇。相比尖沙咀，旺角的价格应该是良心价了。西洋菜南街走三圈，基本上所有要买的都可以买齐了。
旺角,2018-11-2211:07:48,5,风光好，特色好，服务好，值得去，，
旺角,2018-11-2116:22:47,5,去香港一点要去购物的地方，油麻地的东西普遍比较便宜，大众都消费的起
旺角,2018-11-2021:11:34,5,除了这个朗豪坊外旺角本身是人尽皆知的热闹地区，路边各色商铺、电器商铺以及波鞋街也在这一片，这些元素构成了繁华旺角的核心内容。漫步在晚上的旺角，两边敞亮的日光灯照明，搭配五颜六色的霓虹广告，把整个旺角街区打造成一片不夜城，时值晚间8点，但犹如白天，活力四射。
旺角,2018-11-2019:49:49,3,旺角是市区比较热门的一条商业街。很多人喜欢在这里买球鞋，化妆品。我比较少逛这里，因为很多人。我基本都是去港岛铜锣湾，太古那一带
旺角,2018-11-1910:07:54,5,旺角有很多主题街道，金鱼街、波鞋街、女人街、枪街、电器街等生活上所有主题的街道这里都有，价钱也很便宜，娱乐的玩到凌晨天亮都可以。是年轻人心中的购物圣地，有化妆品连锁店SASA、卓悦；丰泽、苏宁、百脑汇等电子数码店；田园书屋、序言书室等知名楼上书店；老香港市井风情的传统购物街女人街、花园街等等。
旺角,2018-11-1613:28:24,5,旺角一带，真是市井的集中地，热闹而繁华，那些横七竖八的大招牌，琳琅满目，让人看了眼花缭乱，什么女人街，波鞋街就好比上海的七浦路和彭浦新村夜市，都是卖小饰品和服装，生活用品的，估计女人都喜欢逛。男人比较有兴趣的估计就是砵兰街了，公然的风化场所。
旺角,2018-11-0914:50:56,3,这里是香港人气最旺盛的地区之一，潮流时尚、传统文化、市井风貌、小吃美食都汇集于此。
旺角,2018-11-0911:03:18,4,"去香港就要去走的街,购物街拍都是很不错的"
旺角,2018-11-0814:16:32,4,油尖旺这些地区都是推荐体验下午茶和小吃的好去处，很多美食等你发掘
旺角,2018-11-0109:03:44,5,人来人往，୧(﹒︠ᴗ﹒︡)୨。不过建议去别的区
旺角,2018-10-2914:45:05,3,九龙半岛上的传统商业街区，靠近尖沙咀，有时间的话，可以逛逛。
旺角,2018-10-2911:21:00,4,超级热闹的地段，不夜街区王家卫第一部，旺角卡门
旺角,2018-10-2819:34:21,4,旺角很热闹，小吃美食、商场之类的也很多。人也很多。
旺角,2018-10-2616:53:56,5,到旺角肯定要买球鞋，买特价衣服的，后来发现Ray和安娜贝拉面膜比泰国便宜，“曼谷包”也便宜
旺角,2018-10-2609:32:00,5,大陆人很多啊，代购也很多，地铁站全是人
旺角,2018-10-2501:09:40,5,香港的繁华区域，建议初次来港的朋友住在这里或是尖沙咀，到每个地方都很方便。这里各种消费相较其他地方要便宜很多。
旺角,2018-10-1816:44:10,5,酒店就订在了旺角，旺角真的很方便，吃饭周边有各种餐馆，购物也有大商场，交通便利，旁边还有女人街，西洋菜南街，走路去油麻地警署也不远。去旅游的可以考虑酒店订在旺角。
旺角,2018-10-1710:09:52,5,购物天堂，男人地狱，女人天堂啊
旺角,2018-10-1618:32:22,5,旺角一带的商业街，这里有许多特色小店，如果慢慢逛足够走一天的，游人甚多。
旺角,2018-10-1609:34:04,4,到了旺角傻傻的找马蜂窝上这张红底的旺角图片，后来朋友告诉我是地铁里哈哈，特意去坐一站地铁拍这个图
旺角,2018-10-1412:28:54,5,在香港看到人流量最多的地方，真的很旺…
旺角,2018-10-1303:37:04,4,不管是波鞋街购物，还是街边的小吃，都值得你去逛几次
旺角,2018-10-0809:21:47,3,对香港的评价没有其它的，就俩字儿：极差。
旺角,2018-11-0814:16:32,4,油尖旺这些地区都是推荐体验下午茶和小吃的好去处，很多美食等你发掘
旺角,2018-11-0109:03:44,5,人来人往，୧(﹒︠ᴗ﹒︡)୨。不过建议去别的区
旺角,2018-10-2914:45:05,3,九龙半岛上的传统商业街区，靠近尖沙咀，有时间的话，可以逛逛。
旺角,2018-10-2911:21:00,4,超级热闹的地段，不夜街区王家卫第一部，旺角卡门
旺角,2018-10-2819:34:21,4,旺角很热闹，小吃美食、商场之类的也很多。人也很多。
旺角,2018-10-2616:53:56,5,到旺角肯定要买球鞋，买特价衣服的，后来发现Ray和安娜贝拉面膜比泰国便宜，“曼谷包”也便宜
旺角,2018-10-2609:32:00,5,大陆人很多啊，代购也很多，地铁站全是人
旺角,2018-10-2501:09:40,5,香港的繁华区域，建议初次来港的朋友住在这里或是尖沙咀，到每个地方都很方便。这里各种消费相较其他地方要便宜很多。
旺角,2018-10-1816:44:10,5,酒店就订在了旺角，旺角真的很方便，吃饭周边有各种餐馆，购物也有大商场，交通便利，旁边还有女人街，西洋菜南街，走路去油麻地警署也不远。去旅游的可以考虑酒店订在旺角。
旺角,2018-10-1710:09:52,5,购物天堂，男人地狱，女人天堂啊
旺角,2018-10-1618:32:22,5,旺角一带的商业街，这里有许多特色小店，如果慢慢逛足够走一天的，游人甚多。
旺角,2018-10-1609:34:04,4,到了旺角傻傻的找马蜂窝上这张红底的旺角图片，后来朋友告诉我是地铁里哈哈，特意去坐一站地铁拍这个图
旺角,2018-10-1412:28:54,5,在香港看到人流量最多的地方，真的很旺…
旺角,2018-10-1303:37:04,4,不管是波鞋街购物，还是街边的小吃，都值得你去逛几次
旺角,2018-10-0809:21:47,3,对香港的评价没有其它的，就俩字儿：极差。
旺角,2018-11-0814:16:32,4,油尖旺这些地区都是推荐体验下午茶和小吃的好去处，很多美食等你发掘
旺角,2018-11-0109:03:44,5,人来人往，୧(﹒︠ᴗ﹒︡)୨。不过建议去别的区
旺角,2018-10-2914:45:05,3,九龙半岛上的传统商业街区，靠近尖沙咀，有时间的话，可以逛逛。
旺角,2018-10-2911:21:00,4,超级热闹的地段，不夜街区王家卫第一部，旺角卡门
旺角,2018-10-2819:34:21,4,旺角很热闹，小吃美食、商场之类的也很多。人也很多。
旺角,2018-10-2616:53:56,5,到旺角肯定要买球鞋，买特价衣服的，后来发现Ray和安娜贝拉面膜比泰国便宜，“曼谷包”也便宜
旺角,2018-10-2609:32:00,5,大陆人很多啊，代购也很多，地铁站全是人
旺角,2018-10-2501:09:40,5,香港的繁华区域，建议初次来港的朋友住在这里或是尖沙咀，到每个地方都很方便。这里各种消费相较其他地方要便宜很多。
旺角,2018-10-1816:44:10,5,酒店就订在了旺角，旺角真的很方便，吃饭周边有各种餐馆，购物也有大商场，交通便利，旁边还有女人街，西洋菜南街，走路去油麻地警署也不远。去旅游的可以考虑酒店订在旺角。
旺角,2018-10-1710:09:52,5,购物天堂，男人地狱，女人天堂啊
旺角,2018-10-1618:32:22,5,旺角一带的商业街，这里有许多特色小店，如果慢慢逛足够走一天的，游人甚多。
旺角,2018-10-1609:34:04,4,到了旺角傻傻的找马蜂窝上这张红底的旺角图片，后来朋友告诉我是地铁里哈哈，特意去坐一站地铁拍这个图
旺角,2018-10-1412:28:54,5,在香港看到人流量最多的地方，真的很旺…
旺角,2018-10-1303:37:04,4,不管是波鞋街购物，还是街边的小吃，都值得你去逛几次
旺角,2018-10-0809:21:47,3,对香港的评价没有其它的，就俩字儿：极差。
旺角,2018-11-0814:16:32,4,油尖旺这些地区都是推荐体验下午茶和小吃的好去处，很多美食等你发掘
旺角,2018-11-0109:03:44,5,人来人往，୧(﹒︠ᴗ﹒︡)୨。不过建议去别的区
旺角,2018-10-2914:45:05,3,九龙半岛上的传统商业街区，靠近尖沙咀，有时间的话，可以逛逛。
旺角,2018-10-2911:21:00,4,超级热闹的地段，不夜街区王家卫第一部，旺角卡门
旺角,2018-10-2819:34:21,4,旺角很热闹，小吃美食、商场之类的也很多。人也很多。
旺角,2018-10-2616:53:56,5,到旺角肯定要买球鞋，买特价衣服的，后来发现Ray和安娜贝拉面膜比泰国便宜，“曼谷包”也便宜
旺角,2018-10-2609:32:00,5,大陆人很多啊，代购也很多，地铁站全是人
旺角,2018-10-2501:09:40,5,香港的繁华区域，建议初次来港的朋友住在这里或是尖沙咀，到每个地方都很方便。这里各种消费相较其他地方要便宜很多。
旺角,2018-10-1816:44:10,5,酒店就订在了旺角，旺角真的很方便，吃饭周边有各种餐馆，购物也有大商场，交通便利，旁边还有女人街，西洋菜南街，走路去油麻地警署也不远。去旅游的可以考虑酒店订在旺角。
旺角,2018-10-1710:09:52,5,购物天堂，男人地狱，女人天堂啊
旺角,2018-10-1618:32:22,5,旺角一带的商业街，这里有许多特色小店，如果慢慢逛足够走一天的，游人甚多。
旺角,2018-10-1609:34:04,4,到了旺角傻傻的找马蜂窝上这张红底的旺角图片，后来朋友告诉我是地铁里哈哈，特意去坐一站地铁拍这个图
旺角,2018-10-1412:28:54,5,在香港看到人流量最多的地方，真的很旺…
旺角,2018-10-1303:37:04,4,不管是波鞋街购物，还是街边的小吃，都值得你去逛几次
旺角,2018-10-0809:21:47,3,对香港的评价没有其它的，就俩字儿：极差。
旺角,2018-11-0814:16:32,4,油尖旺这些地区都是推荐体验下午茶和小吃的好去处，很多美食等你发掘
旺角,2018-11-0109:03:44,5,人来人往，୧(﹒︠ᴗ﹒︡)୨。不过建议去别的区
旺角,2018-10-2914:45:05,3,九龙半岛上的传统商业街区，靠近尖沙咀，有时间的话，可以逛逛。
旺角,2018-10-2911:21:00,4,超级热闹的地段，不夜街区王家卫第一部，旺角卡门
旺角,2018-10-2819:34:21,4,旺角很热闹，小吃美食、商场之类的也很多。人也很多。
旺角,2018-10-2616:53:56,5,到旺角肯定要买球鞋，买特价衣服的，后来发现Ray和安娜贝拉面膜比泰国便宜，“曼谷包”也便宜
旺角,2018-10-2609:32:00,5,大陆人很多啊，代购也很多，地铁站全是人
旺角,2018-10-2501:09:40,5,香港的繁华区域，建议初次来港的朋友住在这里或是尖沙咀，到每个地方都很方便。这里各种消费相较其他地方要便宜很多。
旺角,2018-10-1816:44:10,5,酒店就订在了旺角，旺角真的很方便，吃饭周边有各种餐馆，购物也有大商场，交通便利，旁边还有女人街，西洋菜南街，走路去油麻地警署也不远。去旅游的可以考虑酒店订在旺角。
旺角,2018-10-1710:09:52,5,购物天堂，男人地狱，女人天堂啊
旺角,2018-10-1618:32:22,5,旺角一带的商业街，这里有许多特色小店，如果慢慢逛足够走一天的，游人甚多。
旺角,2018-10-1609:34:04,4,到了旺角傻傻的找马蜂窝上这张红底的旺角图片，后来朋友告诉我是地铁里哈哈，特意去坐一站地铁拍这个图
旺角,2018-10-1412:28:54,5,在香港看到人流量最多的地方，真的很旺…
旺角,2018-10-1303:37:04,4,不管是波鞋街购物，还是街边的小吃，都值得你去逛几次
旺角,2018-10-0809:21:47,3,对香港的评价没有其它的，就俩字儿：极差。
旺角,2018-11-0814:16:32,4,油尖旺这些地区都是推荐体验下午茶和小吃的好去处，很多美食等你发掘
旺角,2018-11-0109:03:44,5,人来人往，୧(﹒︠ᴗ﹒︡)୨。不过建议去别的区
旺角,2018-10-2914:45:05,3,九龙半岛上的传统商业街区，靠近尖沙咀，有时间的话，可以逛逛。
旺角,2018-10-2911:21:00,4,超级热闹的地段，不夜街区王家卫第一部，旺角卡门
旺角,2018-10-2819:34:21,4,旺角很热闹，小吃美食、商场之类的也很多。人也很多。
旺角,2018-10-2616:53:56,5,到旺角肯定要买球鞋，买特价衣服的，后来发现Ray和安娜贝拉面膜比泰国便宜，“曼谷包”也便宜
旺角,2018-10-2609:32:00,5,大陆人很多啊，代购也很多，地铁站全是人
旺角,2018-10-2501:09:40,5,香港的繁华区域，建议初次来港的朋友住在这里或是尖沙咀，到每个地方都很方便。这里各种消费相较其他地方要便宜很多。
旺角,2018-10-1816:44:10,5,酒店就订在了旺角，旺角真的很方便，吃饭周边有各种餐馆，购物也有大商场，交通便利，旁边还有女人街，西洋菜南街，走路去油麻地警署也不远。去旅游的可以考虑酒店订在旺角。
旺角,2018-10-1710:09:52,5,购物天堂，男人地狱，女人天堂啊
旺角,2018-10-1618:32:22,5,旺角一带的商业街，这里有许多特色小店，如果慢慢逛足够走一天的，游人甚多。
旺角,2018-10-1609:34:04,4,到了旺角傻傻的找马蜂窝上这张红底的旺角图片，后来朋友告诉我是地铁里哈哈，特意去坐一站地铁拍这个图
旺角,2018-10-1412:28:54,5,在香港看到人流量最多的地方，真的很旺…
旺角,2018-10-1303:37:04,4,不管是波鞋街购物，还是街边的小吃，都值得你去逛几次
旺角,2018-10-0809:21:47,3,对香港的评价没有其它的，就俩字儿：极差。
旺角,2018-11-0814:16:32,4,油尖旺这些地区都是推荐体验下午茶和小吃的好去处，很多美食等你发掘
旺角,2018-11-0109:03:44,5,人来人往，୧(﹒︠ᴗ﹒︡)୨。不过建议去别的区
旺角,2018-10-2914:45:05,3,九龙半岛上的传统商业街区，靠近尖沙咀，有时间的话，可以逛逛。
旺角,2018-10-2911:21:00,4,超级热闹的地段，不夜街区王家卫第一部，旺角卡门
旺角,2018-10-2819:34:21,4,旺角很热闹，小吃美食、商场之类的也很多。人也很多。
旺角,2018-10-2616:53:56,5,到旺角肯定要买球鞋，买特价衣服的，后来发现Ray和安娜贝拉面膜比泰国便宜，“曼谷包”也便宜
旺角,2018-10-2609:32:00,5,大陆人很多啊，代购也很多，地铁站全是人
旺角,2018-10-2501:09:40,5,香港的繁华区域，建议初次来港的朋友住在这里或是尖沙咀，到每个地方都很方便。这里各种消费相较其他地方要便宜很多。
旺角,2018-10-1816:44:10,5,酒店就订在了旺角，旺角真的很方便，吃饭周边有各种餐馆，购物也有大商场，交通便利，旁边还有女人街，西洋菜南街，走路去油麻地警署也不远。去旅游的可以考虑酒店订在旺角。
旺角,2018-10-1710:09:52,5,购物天堂，男人地狱，女人天堂啊
旺角,2018-10-1618:32:22,5,旺角一带的商业街，这里有许多特色小店，如果慢慢逛足够走一天的，游人甚多。
旺角,2018-10-1609:34:04,4,到了旺角傻傻的找马蜂窝上这张红底的旺角图片，后来朋友告诉我是地铁里哈哈，特意去坐一站地铁拍这个图
旺角,2018-10-1412:28:54,5,在香港看到人流量最多的地方，真的很旺…
旺角,2018-10-1303:37:04,4,不管是波鞋街购物，还是街边的小吃，都值得你去逛几次
旺角,2018-10-0809:21:47,3,对香港的评价没有其它的，就俩字儿：极差。
旺角,2018-11-0814:16:32,4,油尖旺这些地区都是推荐体验下午茶和小吃的好去处，很多美食等你发掘
旺角,2018-11-0109:03:44,5,人来人往，୧(﹒︠ᴗ﹒︡)୨。不过建议去别的区
旺角,2018-10-2914:45:05,3,九龙半岛上的传统商业街区，靠近尖沙咀，有时间的话，可以逛逛。
旺角,2018-10-2911:21:00,4,超级热闹的地段，不夜街区王家卫第一部，旺角卡门
旺角,2018-10-2819:34:21,4,旺角很热闹，小吃美食、商场之类的也很多。人也很多。
旺角,2018-10-2616:53:56,5,到旺角肯定要买球鞋，买特价衣服的，后来发现Ray和安娜贝拉面膜比泰国便宜，“曼谷包”也便宜
旺角,2018-10-2609:32:00,5,大陆人很多啊，代购也很多，地铁站全是人
旺角,2018-10-2501:09:40,5,香港的繁华区域，建议初次来港的朋友住在这里或是尖沙咀，到每个地方都很方便。这里各种消费相较其他地方要便宜很多。
旺角,2018-10-1816:44:10,5,酒店就订在了旺角，旺角真的很方便，吃饭周边有各种餐馆，购物也有大商场，交通便利，旁边还有女人街，西洋菜南街，走路去油麻地警署也不远。去旅游的可以考虑酒店订在旺角。
旺角,2018-10-1710:09:52,5,购物天堂，男人地狱，女人天堂啊
旺角,2018-10-1618:32:22,5,旺角一带的商业街，这里有许多特色小店，如果慢慢逛足够走一天的，游人甚多。
旺角,2018-10-1609:34:04,4,到了旺角傻傻的找马蜂窝上这张红底的旺角图片，后来朋友告诉我是地铁里哈哈，特意去坐一站地铁拍这个图
旺角,2018-10-1412:28:54,5,在香港看到人流量最多的地方，真的很旺…
旺角,2018-10-1303:37:04,4,不管是波鞋街购物，还是街边的小吃，都值得你去逛几次
旺角,2018-10-0809:21:47,3,对香港的评价没有其它的，就俩字儿：极差。
旺角,2018-11-0814:16:32,4,油尖旺这些地区都是推荐体验下午茶和小吃的好去处，很多美食等你发掘
旺角,2018-11-0109:03:44,5,人来人往，୧(﹒︠ᴗ﹒︡)୨。不过建议去别的区
旺角,2018-10-2914:45:05,3,九龙半岛上的传统商业街区，靠近尖沙咀，有时间的话，可以逛逛。
旺角,2018-10-2911:21:00,4,超级热闹的地段，不夜街区王家卫第一部，旺角卡门
旺角,2018-10-2819:34:21,4,旺角很热闹，小吃美食、商场之类的也很多。人也很多。
旺角,2018-10-2616:53:56,5,到旺角肯定要买球鞋，买特价衣服的，后来发现Ray和安娜贝拉面膜比泰国便宜，“曼谷包”也便宜
旺角,2018-10-2609:32:00,5,大陆人很多啊，代购也很多，地铁站全是人
旺角,2018-10-2501:09:40,5,香港的繁华区域，建议初次来港的朋友住在这里或是尖沙咀，到每个地方都很方便。这里各种消费相较其他地方要便宜很多。
旺角,2018-10-1816:44:10,5,酒店就订在了旺角，旺角真的很方便，吃饭周边有各种餐馆，购物也有大商场，交通便利，旁边还有女人街，西洋菜南街，走路去油麻地警署也不远。去旅游的可以考虑酒店订在旺角。
旺角,2018-10-1710:09:52,5,购物天堂，男人地狱，女人天堂啊
旺角,2018-10-1618:32:22,5,旺角一带的商业街，这里有许多特色小店，如果慢慢逛足够走一天的，游人甚多。
旺角,2018-10-1609:34:04,4,到了旺角傻傻的找马蜂窝上这张红底的旺角图片，后来朋友告诉我是地铁里哈哈，特意去坐一站地铁拍这个图
旺角,2018-10-1412:28:54,5,在香港看到人流量最多的地方，真的很旺…
旺角,2018-10-1303:37:04,4,不管是波鞋街购物，还是街边的小吃，都值得你去逛几次
旺角,2018-10-0809:21:47,3,对香港的评价没有其它的，就俩字儿：极差。
旺角,2018-11-0814:16:32,4,油尖旺这些地区都是推荐体验下午茶和小吃的好去处，很多美食等你发掘
旺角,2018-11-0109:03:44,5,人来人往，୧(﹒︠ᴗ﹒︡)୨。不过建议去别的区
旺角,2018-10-2914:45:05,3,九龙半岛上的传统商业街区，靠近尖沙咀，有时间的话，可以逛逛。
旺角,2018-10-2911:21:00,4,超级热闹的地段，不夜街区王家卫第一部，旺角卡门
旺角,2018-10-2819:34:21,4,旺角很热闹，小吃美食、商场之类的也很多。人也很多。
旺角,2018-10-2616:53:56,5,到旺角肯定要买球鞋，买特价衣服的，后来发现Ray和安娜贝拉面膜比泰国便宜，“曼谷包”也便宜
旺角,2018-10-2609:32:00,5,大陆人很多啊，代购也很多，地铁站全是人
旺角,2018-10-2501:09:40,5,香港的繁华区域，建议初次来港的朋友住在这里或是尖沙咀，到每个地方都很方便。这里各种消费相较其他地方要便宜很多。
旺角,2018-10-1816:44:10,5,酒店就订在了旺角，旺角真的很方便，吃饭周边有各种餐馆，购物也有大商场，交通便利，旁边还有女人街，西洋菜南街，走路去油麻地警署也不远。去旅游的可以考虑酒店订在旺角。
旺角,2018-10-1710:09:52,5,购物天堂，男人地狱，女人天堂啊
旺角,2018-10-1618:32:22,5,旺角一带的商业街，这里有许多特色小店，如果慢慢逛足够走一天的，游人甚多。
旺角,2018-10-1609:34:04,4,到了旺角傻傻的找马蜂窝上这张红底的旺角图片，后来朋友告诉我是地铁里哈哈，特意去坐一站地铁拍这个图
旺角,2018-10-1412:28:54,5,在香港看到人流量最多的地方，真的很旺…
旺角,2018-10-1303:37:04,4,不管是波鞋街购物，还是街边的小吃，都值得你去逛几次
旺角,2018-10-0809:21:47,3,对香港的评价没有其它的，就俩字儿：极差。
旺角,2018-11-0814:16:32,4,油尖旺这些地区都是推荐体验下午茶和小吃的好去处，很多美食等你发掘
旺角,2018-11-0109:03:44,5,人来人往，୧(﹒︠ᴗ﹒︡)୨。不过建议去别的区
旺角,2018-10-2914:45:05,3,九龙半岛上的传统商业街区，靠近尖沙咀，有时间的话，可以逛逛。
旺角,2018-10-2911:21:00,4,超级热闹的地段，不夜街区王家卫第一部，旺角卡门
旺角,2018-10-2819:34:21,4,旺角很热闹，小吃美食、商场之类的也很多。人也很多。
旺角,2018-10-2616:53:56,5,到旺角肯定要买球鞋，买特价衣服的，后来发现Ray和安娜贝拉面膜比泰国便宜，“曼谷包”也便宜
旺角,2018-10-2609:32:00,5,大陆人很多啊，代购也很多，地铁站全是人
旺角,2018-10-2501:09:40,5,香港的繁华区域，建议初次来港的朋友住在这里或是尖沙咀，到每个地方都很方便。这里各种消费相较其他地方要便宜很多。
旺角,2018-10-1816:44:10,5,酒店就订在了旺角，旺角真的很方便，吃饭周边有各种餐馆，购物也有大商场，交通便利，旁边还有女人街，西洋菜南街，走路去油麻地警署也不远。去旅游的可以考虑酒店订在旺角。
旺角,2018-10-1710:09:52,5,购物天堂，男人地狱，女人天堂啊
旺角,2018-10-1618:32:22,5,旺角一带的商业街，这里有许多特色小店，如果慢慢逛足够走一天的，游人甚多。
旺角,2018-10-1609:34:04,4,到了旺角傻傻的找马蜂窝上这张红底的旺角图片，后来朋友告诉我是地铁里哈哈，特意去坐一站地铁拍这个图
旺角,2018-10-1412:28:54,5,在香港看到人流量最多的地方，真的很旺…
旺角,2018-10-1303:37:04,4,不管是波鞋街购物，还是街边的小吃，都值得你去逛几次
旺角,2018-10-0809:21:47,3,对香港的评价没有其它的，就俩字儿：极差。
旺角,2018-11-0814:16:32,4,油尖旺这些地区都是推荐体验下午茶和小吃的好去处，很多美食等你发掘
旺角,2018-11-0109:03:44,5,人来人往，୧(﹒︠ᴗ﹒︡)୨。不过建议去别的区
旺角,2018-10-2914:45:05,3,九龙半岛上的传统商业街区，靠近尖沙咀，有时间的话，可以逛逛。
旺角,2018-10-2911:21:00,4,超级热闹的地段，不夜街区王家卫第一部，旺角卡门
旺角,2018-10-2819:34:21,4,旺角很热闹，小吃美食、商场之类的也很多。人也很多。
旺角,2018-10-2616:53:56,5,到旺角肯定要买球鞋，买特价衣服的，后来发现Ray和安娜贝拉面膜比泰国便宜，“曼谷包”也便宜
旺角,2018-10-2609:32:00,5,大陆人很多啊，代购也很多，地铁站全是人
旺角,2018-10-2501:09:40,5,香港的繁华区域，建议初次来港的朋友住在这里或是尖沙咀，到每个地方都很方便。这里各种消费相较其他地方要便宜很多。
旺角,2018-10-1816:44:10,5,酒店就订在了旺角，旺角真的很方便，吃饭周边有各种餐馆，购物也有大商场，交通便利，旁边还有女人街，西洋菜南街，走路去油麻地警署也不远。去旅游的可以考虑酒店订在旺角。
旺角,2018-10-1710:09:52,5,购物天堂，男人地狱，女人天堂啊
旺角,2018-10-1618:32:22,5,旺角一带的商业街，这里有许多特色小店，如果慢慢逛足够走一天的，游人甚多。
旺角,2018-10-1609:34:04,4,到了旺角傻傻的找马蜂窝上这张红底的旺角图片，后来朋友告诉我是地铁里哈哈，特意去坐一站地铁拍这个图
旺角,2018-10-1412:28:54,5,在香港看到人流量最多的地方，真的很旺…
旺角,2018-10-1303:37:04,4,不管是波鞋街购物，还是街边的小吃，都值得你去逛几次
旺角,2018-10-0809:21:47,3,对香港的评价没有其它的，就俩字儿：极差。
旺角,2018-11-0814:16:32,4,油尖旺这些地区都是推荐体验下午茶和小吃的好去处，很多美食等你发掘
旺角,2018-11-0109:03:44,5,人来人往，୧(﹒︠ᴗ﹒︡)୨。不过建议去别的区
旺角,2018-10-2914:45:05,3,九龙半岛上的传统商业街区，靠近尖沙咀，有时间的话，可以逛逛。
旺角,2018-10-2911:21:00,4,超级热闹的地段，不夜街区王家卫第一部，旺角卡门
旺角,2018-10-2819:34:21,4,旺角很热闹，小吃美食、商场之类的也很多。人也很多。
旺角,2018-10-2616:53:56,5,到旺角肯定要买球鞋，买特价衣服的，后来发现Ray和安娜贝拉面膜比泰国便宜，“曼谷包”也便宜
旺角,2018-10-2609:32:00,5,大陆人很多啊，代购也很多，地铁站全是人
旺角,2018-10-2501:09:40,5,香港的繁华区域，建议初次来港的朋友住在这里或是尖沙咀，到每个地方都很方便。这里各种消费相较其他地方要便宜很多。
旺角,2018-10-1816:44:10,5,酒店就订在了旺角，旺角真的很方便，吃饭周边有各种餐馆，购物也有大商场，交通便利，旁边还有女人街，西洋菜南街，走路去油麻地警署也不远。去旅游的可以考虑酒店订在旺角。
旺角,2018-10-1710:09:52,5,购物天堂，男人地狱，女人天堂啊
旺角,2018-10-1618:32:22,5,旺角一带的商业街，这里有许多特色小店，如果慢慢逛足够走一天的，游人甚多。
旺角,2018-10-1609:34:04,4,到了旺角傻傻的找马蜂窝上这张红底的旺角图片，后来朋友告诉我是地铁里哈哈，特意去坐一站地铁拍这个图
旺角,2018-10-1412:28:54,5,在香港看到人流量最多的地方，真的很旺…
旺角,2018-10-1303:37:04,4,不管是波鞋街购物，还是街边的小吃，都值得你去逛几次
旺角,2018-10-0809:21:47,3,对香港的评价没有其它的，就俩字儿：极差。
旺角,2018-11-0814:16:32,4,油尖旺这些地区都是推荐体验下午茶和小吃的好去处，很多美食等你发掘
旺角,2018-11-0109:03:44,5,人来人往，୧(﹒︠ᴗ﹒︡)୨。不过建议去别的区
旺角,2018-10-2914:45:05,3,九龙半岛上的传统商业街区，靠近尖沙咀，有时间的话，可以逛逛。
旺角,2018-10-2911:21:00,4,超级热闹的地段，不夜街区王家卫第一部，旺角卡门
旺角,2018-10-2819:34:21,4,旺角很热闹，小吃美食、商场之类的也很多。人也很多。
旺角,2018-10-2616:53:56,5,到旺角肯定要买球鞋，买特价衣服的，后来发现Ray和安娜贝拉面膜比泰国便宜，“曼谷包”也便宜
旺角,2018-10-2609:32:00,5,大陆人很多啊，代购也很多，地铁站全是人
旺角,2018-10-2501:09:40,5,香港的繁华区域，建议初次来港的朋友住在这里或是尖沙咀，到每个地方都很方便。这里各种消费相较其他地方要便宜很多。
旺角,2018-10-1816:44:10,5,酒店就订在了旺角，旺角真的很方便，吃饭周边有各种餐馆，购物也有大商场，交通便利，旁边还有女人街，西洋菜南街，走路去油麻地警署也不远。去旅游的可以考虑酒店订在旺角。
旺角,2018-10-1710:09:52,5,购物天堂，男人地狱，女人天堂啊
旺角,2018-10-1618:32:22,5,旺角一带的商业街，这里有许多特色小店，如果慢慢逛足够走一天的，游人甚多。
旺角,2018-10-1609:34:04,4,到了旺角傻傻的找马蜂窝上这张红底的旺角图片，后来朋友告诉我是地铁里哈哈，特意去坐一站地铁拍这个图
旺角,2018-10-1412:28:54,5,在香港看到人流量最多的地方，真的很旺…
旺角,2018-10-1303:37:04,4,不管是波鞋街购物，还是街边的小吃，都值得你去逛几次
旺角,2018-10-0809:21:47,3,对香港的评价没有其它的，就俩字儿：极差。
旺角,2018-11-0814:16:32,4,油尖旺这些地区都是推荐体验下午茶和小吃的好去处，很多美食等你发掘
旺角,2018-11-0109:03:44,5,人来人往，୧(﹒︠ᴗ﹒︡)୨。不过建议去别的区
旺角,2018-10-2914:45:05,3,九龙半岛上的传统商业街区，靠近尖沙咀，有时间的话，可以逛逛。
